number,value,state,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq
133,0.9281263710745474,COMPLETE,0 days 00:00:01.736330,0.917654578370216,0.12651121163542847,12,51,1400,242,1.2713949493311415e-05,2.1399057824658142e-08,0.6361096955975678,2
134,0.9259397310726243,COMPLETE,0 days 00:00:00.409536,0.9376630518558886,0.1380872910192604,12,53,1300,237,1.9477949318415134e-05,8.11981052097308e-08,0.6669865286276412,2
135,0.9305750873919193,COMPLETE,0 days 00:00:00.385345,0.9251705061171254,0.17527690198508733,11,56,1500,249,3.7296811314862404e-06,3.3856053890253375e-07,0.6732899459388215,2
136,0.9213636699457988,COMPLETE,0 days 00:00:00.633629,0.9635760836299216,0.19436350602781016,12,49,1300,244,5.711912847795822e-05,7.613958045345566e-07,0.6992399937439393,2
137,0.9251029033941965,PRUNED,0 days 00:00:01.359137,0.9498166647865257,0.15504412305580823,11,58,1400,219,3.214764748192679e-06,3.452581535087315e-08,0.7121340065036031,2
138,0.9285239310516143,COMPLETE,0 days 00:00:00.712611,0.9128160220190257,0.1003297997636546,12,52,1500,233,3.838661894817264e-05,4.157314434988769e-07,0.6478236116063147,2
139,0.9261127939963975,COMPLETE,0 days 00:00:01.779607,0.8757321543320441,0.11516294412726133,11,47,1400,225,1.8525630040817864e-05,1.4140214412764567e-07,0.6630367953018754,3
140,0.9250677524803559,PRUNED,0 days 00:00:00.315941,0.8905511625652003,0.13455167551272332,12,60,1400,251,7.381617500263597e-06,6.873723166380636e-08,0.682239279390369,2
141,0.9292012836953546,COMPLETE,0 days 00:00:00.327867,0.9068426677015605,0.08013604838837146,4,45,1300,240,0.002182157048490139,2.506455569905075e-07,0.7261556701608372,2
142,0.9307473203031918,COMPLETE,0 days 00:00:00.386339,0.524822360184855,0.1780913815511557,12,50,1500,235,0.0036539801296808826,1.075672762111699e-06,0.6943006362385945,2
143,0.9292480493145543,PRUNED,0 days 00:00:00.489360,0.9264410441766722,0.14577862508619338,12,54,1400,228,1.3925795877843975e-05,1.6175375891691997e-07,0.7471793618024838,2
144,0.9320613401120759,COMPLETE,0 days 00:00:01.669314,0.8741934322844259,0.09716430607402401,11,47,800,246,8.155737074343672e-05,1.6073637259572925e-08,0.7083806816513761,2
145,0.9283659524052273,COMPLETE,0 days 00:00:02.666298,0.8599436958841796,0.0961628466110191,11,47,800,245,8.206671707638855e-05,1.6607722855223795e-08,0.7017765725797389,2
146,0.9322616426140052,COMPLETE,0 days 00:00:11.007790,0.8764616039915111,0.12462941674904487,11,51,700,254,0.00016139461638621212,1.02899732874429e-08,0.9933325730023561,2
147,0.9200838282906977,PRUNED,0 days 00:00:02.054252,0.87156254679585,0.11973130408038464,11,50,700,255,0.00020215784185939077,1.0119087800819692e-08,0.9467696342395068,2
148,0.918324298231076,PRUNED,0 days 00:00:01.904482,0.8518450450900403,0.0861049471017718,11,42,700,239,0.0003509750663214604,2.568741012091416e-08,0.9935245282369738,2
149,0.9181455598993826,PRUNED,0 days 00:00:01.129737,0.8382741099748725,0.10824808900000116,11,52,800,216,0.00017079965681635197,1.736596679908319e-08,0.850081822667875,2
150,0.9263086113052056,COMPLETE,0 days 00:00:01.623587,0.881758782387676,0.07854535285077495,11,48,700,231,5.525569133282358e-05,5.847100259685968e-08,0.901099934090086,2
151,0.9284916392973415,PRUNED,0 days 00:00:01.942332,0.8959017784701406,0.16567893296797231,12,56,1400,245,3.0050069882294875e-05,3.404521677381234e-08,0.9368950287528738,2
152,0.9085121401127346,PRUNED,0 days 00:00:01.856193,0.8740676994133215,0.13039126927536418,12,54,600,252,0.00010691394647771307,1.2995480085576201e-08,0.8766121970132361,2
153,0.9288869287629336,COMPLETE,0 days 00:00:00.974948,0.9038940013716625,0.14964582719326902,12,51,1300,249,6.600576725954846e-05,4.930659555055705e-07,0.6846797860426442,2
154,0.9215923950451821,PRUNED,0 days 00:00:01.050177,0.8569370362402984,0.10377521806097063,7,44,700,243,1.2557486015764376e-08,1.0217429185555641e-07,0.7123157592116488,3
155,0.9226161821727755,COMPLETE,0 days 00:00:02.375364,0.9277185892655015,0.17312177241443097,12,49,800,88,1.0120298820792695e-05,3.1749742606114525e-07,0.6709999984547654,2
156,0.911090168032314,PRUNED,0 days 00:00:01.731350,0.8402233911713086,0.1328032870245539,11,53,1500,28,0.0003980581720934616,4.788355591105172e-08,0.9813540605758755,3
157,0.9237337776358158,COMPLETE,0 days 00:00:01.722744,0.9162669215082367,0.19781071408391457,12,47,700,239,3.833428923639717e-05,7.234987649195575e-07,0.6875988195460239,2
158,0.9227125458026522,PRUNED,0 days 00:00:01.398378,0.9379701606219671,0.11594469301059354,11,57,1400,247,0.00014036381443995725,1.5804510267541661e-06,0.7251012865114529,2
159,0.907787182375486,PRUNED,0 days 00:00:00.979259,0.9531488315216192,0.15022271209111526,12,63,1400,234,0.00010077538320490495,2.1889935592626263e-07,0.6568667723879483,2
160,0.9267957685497894,COMPLETE,0 days 00:00:01.683479,0.726273027106257,0.09415812377057327,12,50,600,252,1.8054624694067763e-05,5.326522604768556,0.7079920662057289,3
161,0.9173718767461385,PRUNED,0 days 00:00:01.124041,0.8795572897999577,0.04620571390740464,11,44,900,255,0.0007509540315269353,5.310618764158946e-07,0.6981033521226553,2
162,0.9157816877393867,PRUNED,0 days 00:00:01.339228,0.5439572412051259,0.13090011367372054,12,46,800,223,0.005464438339010772,0.0008078430654020026,0.6783952309951861,2
163,0.906803306371537,PRUNED,0 days 00:00:02.058778,0.8885708135857282,0.048022708293731176,10,52,900,238,0.0017930825612256023,0.002193342738421048,0.7168974266130995,2
164,0.9304639741395052,COMPLETE,0 days 00:00:01.138613,0.8330197878719691,0.05620616830030037,12,55,700,228,0.0002468358325828221,1.2016361579105214e-07,0.692613853576614,2
165,0.9264951735818456,PRUNED,0 days 00:00:02.557132,0.7548649461809533,0.07550226048975703,11,42,800,186,6.131922542847958e-06,0.0012290763192781924,0.7382164050700951,2
166,0.923958588175972,PRUNED,0 days 00:00:00.704689,0.821169740493543,0.16591190036402736,8,46,900,243,0.0014193977116842343,0.0005303793318057612,0.6681715125671046,2
167,0.9228388846173669,COMPLETE,0 days 00:00:02.677320,0.8057642032375723,0.11785435797327214,12,49,200,247,0.0004937293521091151,2.0258541327977906e-08,0.6783925730700956,2
168,0.9042458629763537,PRUNED,0 days 00:00:00.820088,0.8465182520923794,0.14314548665201948,11,44,1400,235,0.0008841291142901562,3.318163855546796e-07,0.5565881320993088,2
169,0.9243532221521861,PRUNED,0 days 00:00:01.791710,0.7076081447331924,0.10305343822918737,12,58,1400,241,0.3319413792914376,1.0574190014441894e-06,0.6405486205536675,2
170,0.9146327265930662,PRUNED,0 days 00:00:00.876603,0.9098703723288819,0.0901957616936468,0,40,600,228,5.873943731581817e-05,2.0683120278897816e-07,0.7062007102575651,3
171,0.9207304265350307,COMPLETE,0 days 00:00:02.472469,0.7877427732938296,0.04676611816752117,5,48,700,181,0.801844304192939,0.00030876842756852763,0.6892746290251903,3
172,0.9266725279113652,COMPLETE,0 days 00:00:01.569243,0.7737423714703024,0.050026407884593775,11,45,700,164,0.41117129646783224,0.00021164393415912933,0.92219977019433,2
173,0.9266747421429077,COMPLETE,0 days 00:00:01.892872,0.5597950750105657,0.038294637410020024,10,51,800,251,0.15878206654865742,1.2581047333175611e-08,0.6586775564000537,2
174,0.928231039541302,COMPLETE,0 days 00:00:01.425826,0.791046421336811,0.041554790193205564,12,55,700,169,2.793940987942344e-05,0.0007503331587049652,0.679921830816755,2
175,0.9089928812469027,PRUNED,0 days 00:00:01.706600,0.7796496557679182,0.0536189811583241,11,46,1300,41,0.5725056507080035,0.00034462829581788037,0.7231608107002365,3
176,0.9282972832444183,COMPLETE,0 days 00:00:02.165241,0.7999311762223597,0.05590561341529404,12,53,700,191,1.1776509591225583,0.0004987855704822575,0.694438190961579,2
177,0.9234921102277484,PRUNED,0 days 00:00:01.139960,0.8151491326920512,0.028072039548376497,11,43,1500,220,0.00026937883066204503,0.000986483203990032,0.6700530896421857,2
178,0.9279918665887767,PRUNED,0 days 00:00:01.256900,0.7604716536439081,0.12223437151577707,9,48,800,173,0.0026756023820956776,4.756249902982572e-07,0.7044644299011024,2
179,0.9303310124210754,COMPLETE,0 days 00:00:01.542064,0.5102286765610224,0.1538877979372794,12,51,600,247,1.1936857935599822e-05,2.9410374253885096e-08,0.7141524531473682,3
180,0.9275713385179299,COMPLETE,0 days 00:00:01.664872,0.8671422987836479,0.06951857975437134,12,49,1400,233,3.920123587251937e-06,0.00014533477502623698,0.7313535487513699,5
181,0.9292219286569431,COMPLETE,0 days 00:00:01.291800,0.8217277761567868,0.05986987879425792,10,39,1300,209,0.0010129386724646655,7.729356934760387e-07,0.7656286995197326,2
182,0.9319815826861323,COMPLETE,0 days 00:00:02.763600,0.7483955902964825,0.062434823028417075,10,36,1200,210,0.0015203165721728268,2.904691466895399e-07,0.7324233936463803,2
183,0.926714714354468,COMPLETE,0 days 00:00:02.870030,0.9895000226481789,0.041898920895721344,10,41,1200,214,0.0037305220776374477,2.9869015021646816e-07,0.7547290675976868,2
184,0.9214860426552953,PRUNED,0 days 00:00:01.585811,0.6816869237467084,0.0187997820759953,10,35,1400,205,0.0018468100695593502,1.7055832010308074e-07,0.6869599088512893,2
185,0.9321196231709609,COMPLETE,0 days 00:00:03.200764,0.931752153899657,0.05138188987435508,11,53,1300,198,0.00016333251820120138,7.365248914510171e-08,0.7411380766835106,2
186,0.9168606716275207,PRUNED,0 days 00:00:00.738180,0.9268600970086711,0.06293175270198245,9,54,1300,193,0.00014754183412102554,6.867302949163033e-08,0.7443400683517379,2
187,0.9292618848017303,COMPLETE,0 days 00:00:01.583773,0.9369166285727621,0.18156693854780082,11,56,1300,198,8.406367803702634e-05,1.0381322494671756e-07,0.7293824533004284,2
188,0.9216536511986547,COMPLETE,0 days 00:00:00.877160,0.8989508834244331,0.08303135419540515,12,52,1400,201,0.0005534527683446715,1.3914925948407105e-07,0.7390002110680897,2
189,0.9273303384758113,COMPLETE,0 days 00:00:01.989118,0.9187173828771342,0.1344021205594658,10,59,1200,207,0.00018685602083486327,5.755821425075191e-08,0.825071913969194,2
190,0.9233710169322945,COMPLETE,0 days 00:00:01.299768,0.9564917066727846,0.11025923327445741,12,53,1300,213,4.038475852159507e-05,4.022999558699301e-07,0.784987647310527,2
191,0.9201824029017011,PRUNED,0 days 00:00:01.175974,0.745063283526481,0.05033278621166304,11,47,700,188,0.000374690840866553,2.385497193917179e-07,0.7014187201247482,2
192,0.9230425988888437,PRUNED,0 days 00:00:01.574344,0.581829726525835,0.04285100315578165,11,50,1400,196,0.00011811442119033813,1.629879934722494e-08,0.7193327177086184,2
193,0.9319591497191997,COMPLETE,0 days 00:00:01.207499,0.8615345589343673,0.05168720747516159,12,44,900,218,0.0008105937838510508,1.010079255872721e-08,0.9772559636689865,2
194,0.9220783130998165,PRUNED,0 days 00:00:00.739562,0.87561263507986,0.05838867692758047,3,45,900,217,0.0013757584392850423,1.3823535082883015e-08,0.7129934121011469,2
195,0.919648036186087,COMPLETE,0 days 00:00:01.150312,0.8580748990112961,0.07370622135339067,12,49,1000,222,0.0005226417009549914,2.9584457885711164e-08,0.9807236441880399,2
196,0.927320746382641,COMPLETE,0 days 00:00:01.204328,0.84912747828336,0.052375928018189015,12,37,1000,240,0.0007172596372763199,1.0246822647834429e-08,0.9769721470793533,2
197,0.9299702652995282,COMPLETE,0 days 00:00:01.595346,0.8664486473447592,0.16336000617942262,12,55,900,211,0.0023100170412031283,2.135544845702231e-08,0.99788875295197,2
198,0.9217229784843939,PRUNED,0 days 00:00:02.265576,0.9278110304915977,0.1271143260135985,12,43,900,228,0.0002899690974313258,3.933558933137251e-08,0.6973689083573087,2
199,0.9119556245717375,PRUNED,0 days 00:00:00.943127,0.9091084682530205,0.001034181649067466,12,51,1400,245,0.0007778609103157693,1.0250245356821518e-07,0.760680426209699,2
200,0.9280980688545104,PRUNED,0 days 00:00:02.216380,0.9413929091101151,0.14249204450713987,11,47,1200,255,8.048990108267237e-05,6.068717134827781e-07,0.9681055457012616,2
201,0.9366671604176364,COMPLETE,0 days 00:00:01.864323,0.8385043693729881,0.04731429984643286,11,45,700,181,2.0541078656978316e-05,0.0017497707492243933,0.6786888616906498,2
202,0.9342553832767669,COMPLETE,0 days 00:00:01.755264,0.8405706351826491,0.05057623983965846,11,45,700,205,1.9932690645655254e-05,0.001901630684051441,0.6739993575929483,2
203,0.9305741272022591,COMPLETE,0 days 00:00:01.914983,0.8465400253531852,0.04399362140262124,11,47,700,201,8.660199068491136e-06,2.8652066879564694e-07,0.6733211623442911,2
204,0.9292999923899008,PRUNED,0 days 00:00:01.540190,0.8352788759730513,0.03510044470891645,11,42,700,219,2.0859221897810613e-05,0.004025272256674836,0.6550516777127856,2
205,0.918693552610499,PRUNED,0 days 00:00:02.198210,0.8604515739835227,0.011696637495657367,12,53,1100,204,1.6680297974549467e-05,0.0019747387522909008,0.665536904466845,2
206,0.911907056101237,PRUNED,0 days 00:00:01.500661,0.8458003203530002,0.0483018362224991,11,49,700,237,4.7634472520064626e-05,1.6768639962002002e-07,0.6840126844367136,2
207,0.9114028614856213,PRUNED,0 days 00:00:01.002794,0.8320840876722688,0.00252857552637672,12,44,1400,225,3.305435988378629e-05,0.0027056020836939846,0.6781270640492553,2
208,0.9241500110496744,PRUNED,0 days 00:00:02.027317,0.8584092034340484,0.06302886003301532,12,100,600,250,1.0623260029595512e-05,2.127645784395392e-06,0.6914567191001516,2
209,0.9301735839793169,COMPLETE,0 days 00:00:04.001413,0.884459452921554,0.05503428978024712,11,57,700,209,5.40192595495124e-06,1.0014915828698906e-08,0.6643197648994946,2
210,0.9210112886258554,COMPLETE,0 days 00:00:03.683912,0.8956211458355922,0.06764319949822378,12,51,800,214,1.3284118599268139e-05,2.0868071682942944e-08,0.7044993793403003,2
211,0.9285871344112149,COMPLETE,0 days 00:00:02.818372,0.826001854172359,0.04700071710312638,10,44,900,245,0.00018572668487975834,0.001134114383479136,0.6831031141559382,2
212,0.9264257119889111,COMPLETE,0 days 00:00:03.020102,0.5312858521868752,0.05935932427467229,11,46,1400,183,2.0357319665670414e-05,0.0014949087073542668,0.7261326647976479,2
213,0.9315018308338036,COMPLETE,0 days 00:00:02.262406,0.8397909392892883,0.05163004640962887,12,40,700,186,5.649772190471196e-05,4.108056142681929e-07,0.9895910206108472,2
214,0.9222813111838648,COMPLETE,0 days 00:00:04.644553,0.8397445107354705,0.051037305607338934,12,40,700,179,7.298401760436505e-05,3.5822992944307166e-07,0.9826146708436432,2
215,0.9225913518996315,COMPLETE,0 days 00:00:02.290946,0.8106657501212601,0.04419498673793557,12,36,700,101,5.104957362603955e-05,5.060298107229431e-07,0.6976193052994341,2
216,0.9203236794999192,COMPLETE,0 days 00:00:03.180215,0.8518002071294145,0.055035762812461295,12,39,700,241,0.00012134564356094103,1.041386994644658e-06,0.9690455327142137,2
217,0.9066431331240061,PRUNED,0 days 00:00:02.086195,0.8711423911413347,0.17521259793904978,12,41,800,196,3.2325468656056637e-05,2.2502289054743677e-07,0.6491171802767368,2
218,0.9239656172970555,COMPLETE,0 days 00:00:02.013543,0.8401601622893436,0.154072039195798,11,33,600,188,5.930547188624722e-05,6.415631761749543e-07,0.9995345092174143,2
219,0.9213307666813892,COMPLETE,0 days 00:00:02.080452,0.914693669796036,0.03691638988610531,12,48,700,232,2.7938715944654374e-05,4.211755654206908e-07,0.9896418522220828,2
220,0.9258293133239182,COMPLETE,0 days 00:00:01.915518,0.9343537481443027,0.0977862255918579,12,46,1400,249,1.5538728897937002e-05,1.6671383368923401e-07,0.9565467951125387,2
221,0.9291234574489632,COMPLETE,0 days 00:00:02.358557,0.8240800344499052,0.05023619597674469,10,45,800,177,0.0011227766667980992,0.0022277668037521767,0.747975657563091,2
222,0.919156473900986,COMPLETE,0 days 00:00:01.675622,0.8567855106427998,0.05365059149936508,9,43,1400,183,0.00019580995585839094,0.005741890284030152,0.988803619487366,2
223,0.9228821010144402,COMPLETE,0 days 00:00:02.530065,0.919853992362176,0.04655473999793666,8,50,700,193,7.96229945315435e-06,2.873788486219522e-07,0.6725502051186326,2
224,0.9196359211012699,PRUNED,0 days 00:00:02.105994,0.8343362537361817,0.05981792257630391,11,54,700,201,9.063858583480543e-05,0.0006793305305906912,0.7106793474844215,2
225,0.9170155507917882,PRUNED,0 days 00:00:01.183107,0.8667804508420948,0.041054857340171155,12,48,900,187,0.0015416260611714862,0.0010204026414828372,0.6859621668328061,2
226,0.91798216700933,PRUNED,0 days 00:00:01.143938,0.75231781024418,0.11727967456576346,10,41,1300,134,0.00040579019398943574,2.141262545439443e-07,0.968880362239486,2
227,0.9190060721188935,PRUNED,0 days 00:00:02.182061,0.5713625872128684,0.19807856839418592,11,45,800,243,0.00012091175826835167,0.0018264125191377603,0.737078569629122,2
228,0.9130993596690054,PRUNED,0 days 00:00:01.367060,0.5916626817329522,0.13986589668603838,12,52,1100,236,4.815279118117742e-05,8.054921585343194e-08,0.8815402838521385,2
229,0.9204987878920073,COMPLETE,0 days 00:00:00.936526,0.946116805730747,0.0687890860345288,12,38,1400,205,0.0026934877139363584,1.832443404564573e-08,0.6933716817624817,3
230,0.9296233523942626,COMPLETE,0 days 00:00:01.292476,0.9056660302806061,0.1119940100256946,11,50,1500,222,2.172561584654307e-05,0.003265802256890637,0.7200535144710084,2
231,0.9241707824786495,COMPLETE,0 days 00:00:01.261289,0.7698959900211183,0.03974410593549654,11,43,700,179,0.31338684965859526,0.0004099690862213325,0.6773997432295304,0
232,0.9288575857668913,COMPLETE,0 days 00:00:01.427849,0.8061685192267797,0.049818317513896856,11,47,700,183,0.5636372862717688,0.0006563892371004507,0.6650976957120825,3
233,0.9233053854331807,PRUNED,0 days 00:00:01.943784,0.6363678005668082,0.045179796755450086,12,46,700,175,0.2171684217177654,0.00032094297894740296,0.6886947313480699,2
234,0.9249339213211847,PRUNED,0 days 00:00:00.879639,0.662713314751178,0.05864112508305924,11,44,700,250,0.8991012185389663,0.0012484854319512843,0.6749398332512476,2
235,0.9216671271219554,COMPLETE,0 days 00:00:02.409769,0.8163863394789964,0.053406728083784154,12,55,900,218,0.0057028474838877324,4.088931920226583e-07,0.5934037043936525,3
236,0.9299878538885479,COMPLETE,0 days 00:00:02.313373,0.9323340531144659,0.04389612929183431,10,49,1400,194,0.0007526011290577344,7.307726141078353e-07,0.7005054777367056,4
237,0.9323506025292027,COMPLETE,0 days 00:00:02.650880,0.7957229767695315,0.12757407394040035,12,52,700,169,0.00026994454559468715,1.3787993539065587e-07,0.6830954930827774,2
238,0.9248727743800317,COMPLETE,0 days 00:00:02.475456,0.7968777064004283,0.1265093716282856,12,53,600,170,0.00029973583010015385,1.3970643150000156e-07,0.685701252161808,2
239,0.932713078861496,COMPLETE,0 days 00:00:02.229780,0.552751585142183,0.1514210867931249,12,52,700,255,0.00017150814027640964,2.885934854274291e-07,0.7007341416755473,2
240,0.9235588130504242,COMPLETE,0 days 00:00:01.343048,0.5584807823060385,0.159296895402513,12,52,700,254,0.00020042610021572674,2.7113997069019106e-07,0.7068725802639609,2
241,0.9269349443878689,COMPLETE,0 days 00:00:01.828248,0.7340364787690687,0.1436896813499696,12,56,700,250,0.00010565935341337312,1.8378181636588741e-07,0.6968719406043878,2
242,0.9328387799989502,COMPLETE,0 days 00:00:02.026042,0.5480610767850849,0.1337725726623088,12,51,700,245,0.0002386044133698032,1.228751224778592e-07,0.7091431324495537,2
243,0.9214581354093406,PRUNED,0 days 00:00:00.877404,0.5519618432612343,0.1301752400372796,12,54,700,247,0.00015311037966850557,9.760813510196961e-08,0.7115124240075184,2
244,0.9266610371440198,PRUNED,0 days 00:00:01.345734,0.8491729790199822,0.15696219208266526,12,52,700,255,0.00041833868204086517,1.4533907856012494e-07,0.7199130950232321,2
245,0.9277039253651451,PRUNED,0 days 00:00:01.481699,0.5378669399300333,0.14081119680415435,12,50,700,243,0.00025222636589612837,3.0107229865563554e-07,0.7043254912931737,2
246,0.9252252122996939,PRUNED,0 days 00:00:01.477689,0.855721573000121,0.10349165969571371,12,51,700,159,8.156253544327548e-05,5.2555074554462024e-08,0.6931337967211906,2
247,0.9201515493605764,PRUNED,0 days 00:00:02.842304,0.5646973753557865,0.12287821514261986,12,54,700,244,0.00015789833901969747,4.487374271820826e-07,0.6752225085522984,2
248,0.9273746246527056,COMPLETE,0 days 00:00:01.197177,0.8440881679578542,0.16501670464755908,12,48,600,249,0.0002737795516381376,1.2652203219745498e-07,0.6608201260823964,2
249,0.9299645339925457,PRUNED,0 days 00:00:01.308763,0.7818705999729516,0.11251136386218459,12,56,800,235,0.0004925993166314322,2.183551670697625e-07,0.6837640010456871,2
250,0.9304986093740979,COMPLETE,0 days 00:00:01.042720,0.8814614591410455,0.13768434754277636,12,52,1400,240,6.777197021625472e-05,1.3139855587432983e-08,0.7306608125379908,2
251,0.9297686552538922,COMPLETE,0 days 00:00:01.150415,0.9213678403037101,0.1728324476140787,12,50,700,126,1.214855463519361e-05,7.35911643994484e-08,0.7146553136619549,2
252,0.9302465286427837,COMPLETE,0 days 00:00:01.555377,0.5528642343322394,0.12290866752583854,12,58,1400,246,0.00013737433336488868,3.578323797155196e-07,0.697724620124826,2
253,0.9238525113714459,COMPLETE,0 days 00:00:01.042820,0.8298948128225706,0.15002457190714832,2,48,700,231,0.0002263905063746897,5.797911498144061e-07,0.6817010362339293,2
254,0.9286386067083997,PRUNED,0 days 00:00:01.870446,0.8613176033178103,0.09501486505425827,12,53,800,240,4.016618268857077e-05,9.400145619286382e-07,0.7072600852635181,2
255,0.9273201513026702,PRUNED,0 days 00:00:01.751189,0.5773621352641005,0.18025291447309927,11,35,1300,252,0.00010247862035542631,1.224195806697496e-07,0.6651814859079354,2
256,0.9231518423807257,PRUNED,0 days 00:00:01.148254,0.8388894816645754,0.10905543298782326,12,55,700,212,2.428827237562296e-05,3.6706949540870783e-08,0.7223785333608734,2
257,0.917223641086196,PRUNED,0 days 00:00:03.375358,0.8730691549031339,0.13785959380199464,11,50,1400,207,6.7525133350408676e-06,2.423832974921705e-07,0.6923463945843277,2
258,0.9311038183713335,COMPLETE,0 days 00:00:01.411938,0.9307507060321671,0.12670460968670233,12,46,700,225,2.203767804087236e-06,8.76067415954497e-08,0.6703294595786352,2
259,0.9212058630516409,COMPLETE,0 days 00:00:01.686283,0.8980802470192161,0.004800561794609104,12,52,600,255,0.0003203801773151008,1.0048839293585848e-08,0.6886152055862983,2
260,0.9275737718732784,COMPLETE,0 days 00:00:00.992665,0.8176761581489724,0.15247325961645275,11,48,1400,237,3.577329017948918e-08,3.7798902167798434e-07,0.6541474090151889,2
261,0.9261743351348324,COMPLETE,0 days 00:00:02.230859,0.7644225401998841,0.08725247260989631,12,54,800,246,0.0005841488916905809,2.2273243074519376e-07,0.98709349661712,2
262,0.9149634484723987,PRUNED,0 days 00:00:01.077643,0.9124913265430493,0.06461521238382635,12,32,1200,199,0.00017102517546806173,1.6253294991723245e-08,0.704377228186724,2
263,0.9315072141154476,COMPLETE,0 days 00:00:01.914370,0.8506550693198406,0.11603169892719488,9,50,1500,230,1.4439645402488999e-05,2.4930935966554788e-08,0.6772908944020694,2
264,0.9273613322126756,COMPLETE,0 days 00:00:01.176101,0.8459076079087624,0.11571385939327836,9,49,1500,230,6.098941319663921e-05,1.8756722970832094e-08,0.5235691509363097,2
265,0.9122475875813378,PRUNED,0 days 00:00:01.583891,0.8514501344604367,0.10267681276072939,8,47,1500,216,3.0439381964747037e-07,2.3672201713073608e-08,0.711107081607521,2
